"union_id","union_name_en","union_name_bn","union_website","upazila_id","upazila_name_en","upazila_name_bn","upazila_website","district_id","district_name_en","district_name_bn","district_latitude","district_longitude","district_website","division_id","division_name_en","division_name_bn","division_website"
"2584","Giasnagar","গিয়াসনগর","giasnagarup.moulvibazar.gov.bd","288","Moulvibazar Sadar","মৌলভীবাজার সদর","moulvibazarsadar.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2585","Fotepur","ফতেপুর","fotepurup.moulvibazar.gov.bd","289","Rajnagar","রাজনগর","rajnagar.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2586","Uttorbhag","উত্তরভাগ","uttorbhagup.moulvibazar.gov.bd","289","Rajnagar","রাজনগর","rajnagar.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2587","Munsibazar","মুন্সিবাজার","munsibazarup.moulvibazar.gov.bd","289","Rajnagar","রাজনগর","rajnagar.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2588","Panchgaon","পাঁচগাঁও","panchgaonup.moulvibazar.gov.bd","289","Rajnagar","রাজনগর","rajnagar.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2589","Rajnagar","রাজনগর","rajnagarup.moulvibazar.gov.bd","289","Rajnagar","রাজনগর","rajnagar.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2590","Tengra","টেংরা","tengraup.moulvibazar.gov.bd","289","Rajnagar","রাজনগর","rajnagar.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2591","Kamarchak","কামারচাক","kamarchakup.moulvibazar.gov.bd","289","Rajnagar","রাজনগর","rajnagar.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2592","Munsurnagar","মনসুরনগর","munsurnagarup.moulvibazar.gov.bd","289","Rajnagar","রাজনগর","rajnagar.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2593","Mirzapur","মির্জাপুর","mirzapurup.moulvibazar.gov.bd","290","Sreemangal","শ্রীমঙ্গল","sreemangal.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2594","Bhunabir","ভূনবীর","bhunabirup.moulvibazar.gov.bd","290","Sreemangal","শ্রীমঙ্গল","sreemangal.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2595","Sreemangal","শ্রীমঙ্গল","sreemangalup.moulvibazar.gov.bd","290","Sreemangal","শ্রীমঙ্গল","sreemangal.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2596","Sindurkhan","সিন্দুরখান","sindurkhanup.moulvibazar.gov.bd","290","Sreemangal","শ্রীমঙ্গল","sreemangal.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2597","Kalapur","কালাপুর","kalapurup.moulvibazar.gov.bd","290","Sreemangal","শ্রীমঙ্গল","sreemangal.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2598","Ashidron","আশিদ্রোন","ashidronup.moulvibazar.gov.bd","290","Sreemangal","শ্রীমঙ্গল","sreemangal.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2599","Rajghat","রাজঘাট","rajghatup.moulvibazar.gov.bd","290","Sreemangal","শ্রীমঙ্গল","sreemangal.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2600","Kalighat","কালীঘাট","kalighatup.moulvibazar.gov.bd","290","Sreemangal","শ্রীমঙ্গল","sreemangal.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2601","Satgaon","সাতগাঁও","satgaonup.moulvibazar.gov.bd","290","Sreemangal","শ্রীমঙ্গল","sreemangal.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2602","Jafornagar","জায়ফরনগর","jafornagarup.moulvibazar.gov.bd","291","Juri","জুড়ী","juri.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2603","West Juri","পশ্চিম জুড়ী","westjuriup.moulvibazar.gov.bd","291","Juri","জুড়ী","juri.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2604","Gualbari","গোয়ালবাড়ী","gualbariup.moulvibazar.gov.bd","291","Juri","জুড়ী","juri.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2605","Sagornal","সাগরনাল","sagornalup.moulvibazar.gov.bd","291","Juri","জুড়ী","juri.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2606","Fultola","ফুলতলা","fultolaup.moulvibazar.gov.bd","291","Juri","জুড়ী","juri.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2607","Eastjuri","পুর্ব জুড়ী","eastjuriup.moulvibazar.gov.bd","291","Juri","জুড়ী","juri.moulvibazar.gov.bd","37","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2608","Barabhakoir Paschim","বড় ভাকৈর (পশ্চিম)","barabhakoirpaschimup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2609","Barabhakoir Purba","বড় ভাকৈর (পূর্ব)","barabhakoirpurbaup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2610","Inatganj","ইনাতগঞ্জ","inatganjup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2611","Digholbak","দীঘলবাক","digholbakup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2612","Aushkandi","আউশকান্দি","aushkandiup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2613","Kurshi","কুর্শি","kurshiup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2614","Kargoan","করগাঁও","kargoanup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2615","Nabiganj Sadar","নবীগঞ্জ সদর","nabiganjsadarup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2616","Bausha","বাউসা","baushaup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2617","Debparra","দেবপাড়া","debparraup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2618","Gaznaipur","গজনাইপুর","gaznaipurup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2619","Kaliarbhanga","কালিয়ারভাংগা","kaliarbhangaup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2620","Paniumda","পানিউমদা","paniumdaup.habiganj.gov.bd","292","Nabiganj","নবীগঞ্জ","nabiganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2621","Snanghat","স্নানঘাট","snanghatup.habiganj.gov.bd","293","Bahubal","বাহুবল","bahubal.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2622","Putijuri","পুটিজুরী","putijuriup.habiganj.gov.bd","293","Bahubal","বাহুবল","bahubal.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2623","Satkapon","সাতকাপন","satkaponup.habiganj.gov.bd","293","Bahubal","বাহুবল","bahubal.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2624","Bahubal Sadar","বাহুবল সদর","bahubalsadarup.habiganj.gov.bd","293","Bahubal","বাহুবল","bahubal.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2625","Lamatashi","লামাতাশী","lamatashiup.habiganj.gov.bd","293","Bahubal","বাহুবল","bahubal.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2626","Mirpur","মিরপুর","mirpurup.habiganj.gov.bd","293","Bahubal","বাহুবল","bahubal.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2627","Bhadeshwar","ভাদেশ্বর","bhadeshwarup.habiganj.gov.bd","293","Bahubal","বাহুবল","bahubal.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2628","Shibpasha","শিবপাশা","shibpashaup.habiganj.gov.bd","294","Ajmiriganj","আজমিরীগঞ্জ","ajmiriganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2629","Kakailsao","কাকাইলছেও","kakailsaoup.habiganj.gov.bd","294","Ajmiriganj","আজমিরীগঞ্জ","ajmiriganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2630","Ajmiriganj Sadar","আজমিরীগঞ্জ সদর","ajmiriganjsadarup.habiganj.gov.bd","294","Ajmiriganj","আজমিরীগঞ্জ","ajmiriganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2631","Badolpur","বদলপুর","badolpurup.habiganj.gov.bd","294","Ajmiriganj","আজমিরীগঞ্জ","ajmiriganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2632","Jolsuka","জলসুখা","jolsukaup.habiganj.gov.bd","294","Ajmiriganj","আজমিরীগঞ্জ","ajmiriganj.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2633","Baniachong North East","বানিয়াচং উত্তর পূর্ব","baniachongnortheastup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2634","Baniachong North West","বানিয়াচং উত্তর পশ্চিম","baniachongnorthwestup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2635","Baniachong South East","বানিয়াচং দক্ষিণ পূর্ব","baniachongsoutheastup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2636","Baniachong South West","বানিয়াচং দক্ষিণ পশ্চিম","baniachongsouthwestup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2637","Daulatpur","দৌলতপুর","daulatpur.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2638","Khagaura","খাগাউড়া","khagauraup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2639","Baraiuri","বড়ইউড়ি","baraiuriup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2640","Kagapasha","কাগাপাশা","kagapashaup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2641","Pukra","পুকড়া","pukraup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2642","Subidpur","সুবিদপুর","subidpurup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2643","Makrampur","মক্রমপুর","makrampurup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2644","Sujatpur","সুজাতপুর","sujatpurup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2645","Mandari","মন্দরী","mandariup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2646","Muradpur","মুরাদপুর","muradpurup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2647","Pailarkandi","পৈলারকান্দি","pailarkandiup.habiganj.gov.bd","295","Baniachong","বানিয়াচং","baniachong.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2648","Lakhai","লাখাই","lakhaiup.habiganj.gov.bd","296","Lakhai","লাখাই","lakhai.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2649","Murakari","মোড়াকরি","murakariup.habiganj.gov.bd","296","Lakhai","লাখাই","lakhai.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2650","Muriauk","মুড়িয়াউক","muriaukup.habiganj.gov.bd","296","Lakhai","লাখাই","lakhai.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2651","Bamoi","বামৈ","bamoiup.habiganj.gov.bd","296","Lakhai","লাখাই","lakhai.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2652","Karab","করাব","karabup.habiganj.gov.bd","296","Lakhai","লাখাই","lakhai.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2653","Bulla","বুল্লা","bullaup6.habiganj.gov.bd","296","Lakhai","লাখাই","lakhai.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2654","Gazipur","গাজীপুর","gazipurup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2655","Ahammadabad","আহম্মদাবাদ","ahammadabadup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2656","Deorgach","দেওরগাছ","deorgachup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2657","Paikpara","পাইকপাড়া","paikparaup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2658","Shankhala","শানখলা","shankhalaup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2659","Chunarughat","চুনারুঘাট","chunarughatup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2660","Ubahata","উবাহাটা","ubahataup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2661","Shatiajuri","সাটিয়াজুরী","shatiajuriup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2662","Ranigaon","রাণীগাঁও","ranigaonup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2663","Mirashi","মিরাশী","mirashiup.habiganj.gov.bd","297","Chunarughat","চুনারুঘাট","chunarughat.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2664","Lukra","লুকড়া","lukraup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2665","Richi","রিচি","richiup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2666","Teghoria","তেঘরিয়া","teghoriaup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2667","Poil","পইল","poilup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2668","Gopaya","গোপায়া","gopayaup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2669","Rajiura","রাজিউড়া","rajiuraup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2670","Nurpur","নুরপুর","nurpurup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2671","Shayestaganj","শায়েস্তাগঞ্জ","shayestaganjup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2672","Nijampur","নিজামপুর","nijampurup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2673","Laskerpur","লস্করপুর","laskerpurup.habiganj.gov.bd","298","Habiganj Sadar","হবিগঞ্জ সদর","habiganjsadar.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2674","Dharmaghar","ধর্মঘর","dharmagharup.habiganj.gov.bd","299","Madhabpur","মাধবপুর","madhabpur.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2675","Choumohani","চৌমুহনী","choumohaniup.habiganj.gov.bd","299","Madhabpur","মাধবপুর","madhabpur.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"2676","Bahara","বহরা","baharaup.habiganj.gov.bd","299","Madhabpur","মাধবপুর","madhabpur.habiganj.gov.bd","38","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd","5","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
